"FishIDs","Stock","Pond","Trial","Chamber.No","Ind","Mass","Volume","SMR.Start.Date","SMR.Date.Time","SMR.Phase","SMR.Temp.true","Temp.factor","Slope.with.BR.SMR","Slope.SMR","SE.SMR","R2.SMR","MR.abs.with.BR","BR.SMR","SMR.abs","SMR","SMR.units","DO.unit","MMR.Date","MMR.Date.Time","MMR.Phase","MMR.Temp.true","Slope.with.BR.MMR","Slope.MMR","SE.MMR","R2.MMR","MR.abs.with.BR.MMR","BR.MMR","MMR.abs","MMR","MMR.units","MMR.Best.Temp","MMR.Best","MMR.Best.units","DO.unit.1","Trial.Best.MMR","Experiment","test.Num","Replicate","AS.absolute","AS.absolute.units","AS.factorial","AS.Best.absolute","AS.Best.absolute.units","AS.Best.factorial","K","relative.weight","SMR.nm","SMR.nm.units","MMR.nm","MMR.nm.units","SMR.ms","SMR.ms.units","MMR.ms","MMR.ms.units","MMR.Best.ms","MMR.Best.ms.units","AS.ms","AS.ms.units","AS.Best.ms","AS.Best.ms.units"
99,"LP","BC","Acute","CH3",27,4.56,78,"9/1/21","(2021-Sep-01 04:41:40)","M42",24.99458333,"25",-0.003963946,-0.003617258,3.08e-05,0.991509381,1.048003822,8.746020085,0.956345197,209.7248239,3.495413731,"mg O2","9/1/21","(2021-Sep-01 13:44:39)","M4",25.0205,-0.010321782,-0.009991488,0.000113628,0.984968122,2.732629966,3.19997767,2.645186417,593.0911249,9.884852081,25.0205,593.0911249,9.884852081,"mg O2","MMR",4,1,1,383.366301,6.38943835,2.82794909,383.366301,6.38943835,2.82794909,0.635449049,80.51863216,0.956345196984,0.01593908661336,2.704495529544,0.04507492548936,234.49822025866,3.90830367023225,608.315533482178,10.1385922240192,608.315533482178,10.1385922240192,373.817313223518,6.23028855378694,373.817313223518,6.23028855378694
100,"LP","BC","Acute","CH4",28,4.33,78,"9/1/21","(2021-Sep-01 10:44:40)","M75",24.99033333,"25",-0.003842731,-0.003767047,6.19e-05,0.969177362,1.019138399,1.969543827,0.999066021,230.7311827,3.845519712,"mg O2","9/1/21","(2021-Sep-01 13:44:39)","M4",25.0205,-0.011278172,-0.011241089,5.2e-05,0.997481669,2.996384776,0.328808238,2.986532416,711.0791466,11.85131911,25.0205,711.0791466,11.85131911,"mg O2","MMR",4,1,1,480.3479639,8.005799398,3.081851089,480.3479639,8.005799398,3.081851089,0.604280147,76.60047185,0.999066021091,0.01665110035296,3.078972704778,0.0513162117463,260.390956241039,4.33984927106016,730.870167694112,12.1811694615685,730.870167694112,12.1811694615685,470.479211453074,7.84132019050838,470.479211453074,7.84132019050838
101,"LP","BC","Acute","CH5",29,3.99,78,"9/1/21","(2021-Sep-01 03:24:40)","M35",24.90575,"25",-0.004750705,-0.004242473,7e-05,0.968325914,1.26575874,10.69802162,1.130347596,283.2951369,4.721585614,"mg O2","9/1/21","(2021-Sep-01 14:06:39)","M6",24.93558333,-0.007859192,-0.007300266,7.57e-05,0.987476124,2.098781391,7.111744405,1.949521423,510.3459223,8.505765371,24.9045,627.8798123,10.46466354,"mg O2","SMR",4,1,1,227.0507854,3.784179757,1.801463759,344.5846754,5.743077923,2.216345184,0.599947175,76.36657112,1.130347596231,0.01883912659986,2.036280229977,0.03393800383029,324.43388574248,5.40723142789612,526.298827514162,8.77164712454852,647.506709848952,10.7917784992013,201.864941771681,3.3644156966524,323.072824106472,5.38454707130518
102,"LP","BC","Acute","CH6",30,4.2,78,"9/1/21","(2021-Sep-01 01:56:40)","M27",24.9135,"25",-0.006258147,-0.006038417,9.28e-05,0.972913038,1.662664452,3.511101529,1.604286615,381.9730036,6.366216726,"mg O2","9/1/21","(2021-Sep-01 16:29:39)","M19",24.96775,-0.009616849,-0.009543287,0.000136168,0.976540125,2.559158931,0.764928337,2.539583199,622.4468624,10.37411437,25.006,765.4641191,12.75773532,"mg O2","SMR",4,1,1,240.4738588,4.007897647,1.629557211,383.4911155,6.391518592,2.003974396,0.605312352,76.88932902,1.60428661512,0.0267381102492,2.61427682208,0.043571280354,433.436842176754,7.22394736885608,640.565266705697,10.6760877749979,787.745520500085,13.1290920100499,207.128424528943,3.45214040614185,354.308678323332,5.90514464119386
103,"LP","BC","Acute","CH7",31,4.79,78,"9/1/21","(2021-Sep-01 11:17:40)","M78",24.95191667,"25",-0.004911955,-0.004934951,6.69e-05,0.978666031,1.294575092,-0.468173375,1.300635948,271.5315131,4.525525219,"mg O2","9/1/21","(2021-Sep-01 14:17:39)","M7",24.938,-0.011164123,-0.011110004,7.14e-05,0.995156596,2.944783126,0.484759774,2.930508002,619.5577172,10.32596195,25.006,659.1049628,10.98508271,"mg O2","SMR",4,1,1,348.0262041,5.800436735,2.281715703,387.5734497,6.459557495,2.427360844,0.613538562,77.27567247,1.300635947749,0.02167726579901,2.967681465388,0.0494613577405,300.938952323383,5.01564920612859,634.190111077414,10.5698351812115,674.671363079596,11.2445227145812,333.25115875403,5.55418597508291,373.732410756212,6.22887350845261
104,"LP","BC","Acute","CH8",32,3.99,78,"8/31/21","(2021-Aug-31 23:22:40)","M13",24.96883333,"25",-0.005293037,-0.005086778,5.39e-05,0.986924247,1.41025571,3.896806992,1.355300767,339.6743777,5.661239628,"mg O2","9/1/21","(2021-Sep-01 13:33:39)","M3",24.90891667,-0.007800227,-0.007596181,0.000130688,0.966251543,2.082192662,2.615897293,2.027724641,526.6817249,8.778028748,24.93708333,723.4500364,12.05750061,"mg O2","SMR",4,1,1,187.0073472,3.11678912,1.550548877,383.7756587,6.396260978,2.129833994,0.616267435,78.64261853,1.355300767023,0.02258834611572,2.101460082351,0.03502433470452,389.000247057788,6.48333745058139,543.145271032581,9.0524211835326,746.064363964053,12.4344060695051,154.145023974793,2.56908373295121,357.064116906265,5.95106861892369
105,"LP","BC","Acute","CH1",25,3.77,78,"9/2/21","(2021-Sep-02 04:07:45)","M50",22.92216667,"23",-0.003386678,-0.003050676,3.69e-05,0.983239831,0.905015082,9.921287534,0.815225933,216.2403006,3.604005011,"mg O2","9/2/21","(2021-Sep-02 11:10:26)","M1",22.96433333,-0.007066927,-0.006722751,7.42e-05,0.985827552,1.890515953,4.870231112,1.798443457,487.3830508,8.123050846,22.97533333,577.1514446,9.619190744,"mg O2","SMR",4,2,1,271.1427502,4.519045837,2.253895548,360.911144,6.015185733,2.669028127,0.620883274,79.36694962,0.815225933262,0.01358709889147,1.837434101516,0.03062390168942,250.172699539946,4.16954499348936,503.779718548657,8.39632864178853,596.568124072605,9.94280206856584,253.607019008711,4.22678364829917,346.395424532658,5.77325707507648
106,"LP","BC","Acute","CH2",26,4.07,78,"9/2/21","(2021-Sep-02 03:12:45)","M45",22.96966667,"23",-0.00448246,-0.004038212,6.81e-05,0.967471616,1.192997882,9.910817235,1.074762043,264.069298,4.401154966,"mg O2","9/2/21","(2021-Sep-02 11:21:26)","M2",22.90541667,-0.008411722,-0.008030618,7.62e-05,0.98948198,2.236643128,4.530620096,2.135309325,515.7751993,8.596253322,22.94466667,727.2734618,12.12122436,"mg O2","SMR",4,2,1,251.7059013,4.195098355,1.953181241,463.2041638,7.720069397,2.754100788,0.660451862,84.24531579,1.07476204286,0.01791270071162,2.099205061151,0.03498675102054,301.341710059136,5.02236183355816,531.468235999043,8.85780393366086,749.401569436344,12.4900261538377,230.126525939907,3.8354421001027,448.059859377209,7.46766432027949
107,"LP","BC","Acute","CH3",27,4.46,78,"9/2/21","(2021-Sep-02 02:39:45)","M42",23.01583333,"23",-0.003398068,-0.003051381,4.4e-05,0.976033148,0.899618115,10.20248823,0.807834682,181.1288526,3.018814209,"mg O2","9/2/21","(2021-Sep-02 11:43:26)","M4",22.88175,-0.008121563,-0.007790851,9.87e-05,0.981397396,2.155105559,4.07202275,2.06734917,481.8995734,8.031659557,22.94666667,582.5460052,9.709100087,"mg O2","SMR",4,2,1,300.7707208,5.012845347,2.660534567,401.4171526,6.690285877,3.216196629,0.635449049,80.51863216,0.807834682596,0.01346391137214,2.149272097364,0.03582120162422,203.331145986793,3.38885243199064,494.716007881867,8.24526679837332,598.03919739281,9.96731995688903,291.384861895074,4.85641436638268,394.708051406017,6.57846752489839
108,"LP","BC","Acute","CH4",28,4.2,78,"9/2/21","(2021-Sep-02 10:54:45)","M87",22.96941667,"23",-0.00381262,-0.003699719,6.38e-05,0.966621244,1.012936999,2.961246859,0.982941434,234.0336747,3.900561245,"mg O2","9/2/21","(2021-Sep-02 11:43:26)","M4",22.88175,-0.010804083,-0.010766721,9.09e-05,0.99166246,2.872762375,0.345815605,2.862827914,691.5043271,11.52507212,22.88175,691.5043271,11.52507212,"mg O2","MMR",4,2,1,457.4706524,7.624510873,2.954721486,457.4706524,7.624510873,2.954721486,0.604280147,76.60047185,0.98294143374,0.016382357229,2.90431817382,0.048405302904,265.565408992139,4.42609014986898,711.632880610943,11.8605480118976,711.632880610943,11.8605480118976,446.067471618804,7.43445786202859,446.067471618804,7.43445786202859
109,"LP","BC","Acute","CH5",29,3.82,78,"9/2/21","(2021-Sep-02 03:23:45)","M46",22.85858333,"23",-0.003731438,-0.003201293,5.74e-05,0.963415133,0.996472995,14.20753163,0.854898779,223.7954919,3.729924865,"mg O2","9/2/21","(2021-Sep-02 11:54:26)","M5",22.9275,-0.00778171,-0.007218981,8.64e-05,0.983377966,2.07837036,7.231437758,1.928074301,506.056247,8.434270784,22.90858333,747.8116096,12.46352683,"mg O2","SMR",4,2,1,282.2607551,4.704345918,2.261244151,524.0161177,8.733601962,3.341495413,0.599947175,76.36657112,0.854898779058,0.0142483129843,1.93313486354,0.03221891439488,258.302561399058,4.30504268998429,522.800701646353,8.71334502812794,772.555296996795,12.8759216200569,264.498140247295,4.40830233814364,514.252735597737,8.57087893007258
110,"LP","BC","Acute","CH6",30,4.08,78,"9/2/21","(2021-Sep-02 00:38:45)","M31",22.8455,"23",-0.005160167,-0.004965338,5.77e-05,0.984274363,1.373182251,3.775635266,1.321335898,323.8568377,5.397613961,"mg O2","9/2/21","(2021-Sep-02 12:38:26)","M9",23.03175,-0.008076295,-0.007899166,7.88e-05,0.988384709,2.152688005,2.193192733,2.105475408,531.6857091,8.861428485,22.86766667,711.6871877,11.86145313,"mg O2","SMR",4,2,1,207.8288714,3.463814523,1.641730688,387.83035,6.463839167,2.197536395,0.605312352,76.88932902,1.321335897816,0.02202226496088,2.169277693128,0.0361546282188,369.405476332156,6.15675793810883,547.808124479447,9.13013540799079,733.267825027553,12.2211304188431,178.402648147292,2.97337746988196,363.862348695398,6.06437248073426
111,"LP","BC","Acute","CH7",31,4.73,78,"9/2/21","(2021-Sep-02 02:17:45)","M40",22.90791667,"23",-0.003608169,-0.003626272,4.95e-05,0.978642197,0.951734002,-0.501727809,0.956509116,202.2218005,3.370363342,"mg O2","9/2/21","(2021-Sep-02 12:16:26)","M7",22.98566667,-0.00968952,-0.009637553,3.98e-05,0.997996585,2.55896346,0.536324716,2.545239106,548.5429108,9.142381847,22.88408333,744.1950567,12.40325094,"mg O2","SMR",4,2,1,346.3211103,5.772018505,2.712580491,541.9732562,9.032887603,3.68009312,0.613538562,77.27567247,0.956509116365,0.01594181860766,2.594607968084,0.04324346613631,224.629938454116,3.74383230793886,561.786254100026,9.36310423534182,762.161984034248,12.7026997287834,337.156315645911,5.61927192740295,537.532045580133,8.95886742084456
112,"LP","BC","Acute","CH8",32,3.85,78,"9/2/21","(2021-Sep-02 09:26:45)","M79",22.862,"23",-0.003729522,-0.003517086,4.44e-05,0.981543069,0.995558499,5.696053941,0.93885095,243.8573895,4.064289825,"mg O2","9/2/21","(2021-Sep-02 12:27:26)","M8",22.93958333,-0.009567874,-0.009361314,5.61e-05,0.995773108,2.560592771,2.158892436,2.505312327,684.5115648,11.40852608,22.93958333,684.5115648,11.40852608,"mg O2","MMR",4,2,1,440.6541753,7.344236255,2.80701588,440.6541753,7.344236255,2.80701588,0.616267435,78.64261853,0.938850949575,0.01564751582625,2.63536952448,0.043922825408,281.063328665051,4.68438881108419,706.93565861733,11.7822609769555,706.93565861733,11.7822609769555,425.872329952279,7.09787216587131,425.872329952279,7.09787216587131
113,"LP","BC","Acute","CH1",25,3.69,78,"9/3/21","(2021-Sep-03 03:10:56)","M51",20.98005556,"21",-0.002567793,-0.002251721,2.56e-05,0.977540317,0.686925831,12.30908877,0.60237152,163.2443145,2.720738575,"mg O2","9/3/21","(2021-Sep-03 09:12:16)","M1",20.99377778,-0.009090052,-0.008745986,5.44e-05,0.993172842,2.434352188,3.785073535,2.342210167,648.8116807,10.81352801,20.99377778,648.8116807,10.81352801,"mg O2","MMR",4,3,1,485.5673662,8.092789437,3.974482558,485.5673662,8.092789437,3.974482558,0.620883274,79.36694962,0.602371520505,0.01003952534175,2.394115101783,0.0399019183569,189.588253803115,3.15980423005191,671.224866435681,11.1870811055371,671.224866435681,11.1870811055371,481.636612632567,8.02727687548521,481.636612632567,8.02727687548521
114,"LP","BC","Acute","CH2",26,4.14,78,"9/3/21","(2021-Sep-03 00:46:56)","M39",20.99544444,"21",-0.003473402,-0.003031684,4e-05,0.969966185,0.923563682,12.71714241,0.806112773,194.7132303,3.245220505,"mg O2","9/3/21","(2021-Sep-03 09:24:16)","M2",20.97405556,-0.00865934,-0.008277613,4.55e-05,0.994647725,2.306224775,4.40827037,2.204560152,548.3980476,9.139967461,20.97405556,548.3980476,9.139967461,"mg O2","MMR",4,3,1,353.6848173,5.894746955,2.816439575,353.6848173,5.894746955,2.816439575,0.660451862,84.24531579,0.806112773442,0.0134352128907,2.270367917064,0.03783946528854,221.517983754719,3.69196639591198,564.691611510044,9.41152685953045,564.691611510044,9.41152685953045,343.173627755325,5.71956046361847,343.173627755325,5.71956046361847
115,"LP","BC","Acute","CH3",27,4.29,78,"9/2/21","(2021-Sep-02 21:22:56)","M22",21.03688889,"21",-0.002877029,-0.002511276,2.24e-05,0.986367001,0.763436926,12.71286375,0.66638223,155.3338531,2.588897551,"mg O2","9/3/21","(2021-Sep-03 09:36:16)","M3",21.01061111,-0.011050278,-0.010721617,6.18e-05,0.994124927,2.933450889,2.974232291,2.846203245,668.1228276,11.13538046,21.01061111,668.1228276,11.13538046,"mg O2","MMR",4,3,1,512.7889745,8.546482908,4.301205528,512.7889745,8.546482908,4.301205528,0.635449049,80.51863216,0.666382229799,0.01110637049379,2.866246930404,0.0477707821734,175.593472102259,2.92655786761737,686.977714691479,11.4496285781913,686.977714691479,11.4496285781913,511.38424258922,8.52307071057394,511.38424258922,8.52307071057394
116,"LP","BC","Acute","CH4",28,4.14,78,"9/3/21","(2021-Sep-03 03:22:56)","M52",20.99994444,"21",-0.003264526,-0.003206759,3.13e-05,0.983298007,0.868024368,1.769527096,0.852664441,205.9575945,3.432626576,"mg O2","9/3/21","(2021-Sep-03 09:48:16)","M4",21.00683333,-0.008160169,-0.008122499,5.93e-05,0.990590703,2.173281501,0.461630011,2.163248981,538.1216372,8.968693953,21.00683333,538.1216372,8.968693953,"mg O2","MMR",4,3,1,332.1640427,5.536067378,2.612778803,332.1640427,5.536067378,2.612778803,0.604280147,76.60047185,0.85266444123,0.01421107402464,2.227823578008,0.03713039296542,234.310277747017,3.90517129692128,554.1098766284,9.23516461013009,554.1098766284,9.23516461013009,319.799598881383,5.32999331320881,319.799598881383,5.32999331320881
117,"LP","BC","Acute","CH5",29,3.81,78,"9/3/21","(2021-Sep-03 06:10:56)","M66",20.93227778,"21",-0.003467961,-0.002956467,2.66e-05,0.985931619,0.926236971,14.74913966,0.789624987,207.2506527,3.454177544,"mg O2","9/3/21","(2021-Sep-03 10:00:16)","M5",20.98211111,-0.007241559,-0.006680058,5.98e-05,0.985923435,1.935408062,7.753874048,1.785338959,474.8241912,7.91373652,20.94083333,489.3845607,8.156409345,"mg O2","SMR",4,3,1,267.5735385,4.459558975,2.291062465,282.133908,4.7022318,2.361317344,0.599947175,76.36657112,0.789624986787,0.01316041644264,1.809080168472,0.0301513361412,239.319114507527,3.98865190730405,490.587570690875,8.17645951151458,505.631320427622,8.42718867379371,251.268456183348,4.18780760421053,266.312205920096,4.43853676648966
118,"LP","BC","Acute","CH6",30,3.96,78,"9/3/21","(2021-Sep-03 08:58:56)","M80",20.92177778,"21",-0.002956608,-0.002904274,3.98e-05,0.967691667,0.788066125,1.770080823,0.774116718,195.4840196,3.258066993,"mg O2","9/3/21","(2021-Sep-03 10:12:16)","M6",20.94422222,-0.008610557,-0.008380835,6.39e-05,0.989769654,2.296952256,2.667916272,2.235671493,573.2491009,9.554151681,20.94422222,573.2491009,9.554151681,"mg O2","MMR",4,3,1,377.7650813,6.296084688,2.932460168,377.7650813,6.296084688,2.932460168,0.605312352,76.88932902,0.774116717616,0.01290194529228,2.270066439564,0.03783444065676,224.174396798138,3.73623994625337,591.349914632703,9.85583190985733,591.349914632703,9.85583190985733,367.175517834565,6.11959196360396,367.175517834565,6.11959196360396
119,"LP","BC","Acute","CH7",31,4.64,78,"9/3/21","(2021-Sep-03 02:58:56)","M50",20.95061111,"21",-0.003503227,-0.003524842,2.66e-05,0.98997035,0.925188257,-0.616990881,0.930896584,200.6242638,3.34373773,"mg O2","9/3/21","(2021-Sep-03 10:24:16)","M7",20.93911111,-0.010710797,-0.010661089,5.63e-05,0.995058707,2.828678755,0.46409719,2.815550937,606.7997708,10.11332951,20.93227778,661.3418348,11.02236391,"mg O2","SMR",4,3,1,406.175507,6.769591783,3.024558243,460.717571,7.678626183,3.296419996,0.613538562,77.27567247,0.930896584032,0.0155149430672,2.815550936512,0.0469258489264,223.624285797983,3.72707142996638,621.935685517496,10.3655947552085,677.838237884412,11.2973039613237,398.311399719514,6.63852332524208,454.213952086429,7.57023253135734
120,"LP","BC","Acute","CH8",32,3.66,78,"9/3/21","(2021-Sep-03 06:58:56)","M70",20.94433333,"21",-0.003160333,-0.00291319,3.87e-05,0.97026108,0.845781052,7.820160592,0.779639616,213.0162885,3.550271475,"mg O2","9/3/21","(2021-Sep-03 10:36:16)","M8",20.91788889,-0.007201804,-0.006995056,5.21e-05,0.99023752,1.926338464,2.870781233,1.871037501,505.6858111,8.428096852,20.97483333,534.1674299,8.902790498,"mg O2","SMR",4,3,1,292.6695226,4.877825377,2.37393025,321.1511414,5.352519023,2.507636546,0.616267435,78.64261853,0.77963961591,0.0129939935985,1.850810068626,0.03084683447832,247.754646882222,4.1292441147037,523.328562037766,8.72214270097439,552.803869202681,9.21339781969972,275.573915155544,4.59289858627069,305.049222320459,5.08415370499602
121,"LP","BC","Acute","CH1",25,3.61,78,"9/3/21","(2021-Sep-03 17:26:42)","M3",24.98066667,"25",-0.003416106,-0.003049495,4.34e-05,0.976993266,0.914846959,10.7318413,0.816667035,226.2235554,3.77039259,"mg O2","4-Sep","(2021-Sep-04 11:04:47)","M11",24.98725,-0.007697773,-0.007370889,5.5e-05,0.993482383,2.062879978,4.246468375,1.975280432,554.8540539,9.247567564,24.99216667,666.377363,11.10628938,"mg O2","SMR",4,4,2,328.6304985,5.477174975,2.452680283,440.1538076,7.335896793,2.945658607,0.620883274,79.36694962,0.816667034994,0.0136111172499,2.003023134579,0.03338371890604,263.765431065516,4.3960905177586,574.53378300074,9.57556304897687,690.012634096116,11.500210564817,310.768351935224,5.17947253121827,426.2472030306,7.10412004705845
122,"LP","BC","Acute","CH2",26,4.02,78,"9/4/21","(2021-Sep-04 07:00:42)","M77",24.91891667,"25",-0.004649271,-0.004138272,6.43e-05,0.972332304,1.238231018,10.99094436,1.102137735,274.1636158,4.569393596,"mg O2","4-Sep","(2021-Sep-04 10:53:47)","M10",24.95508333,-0.009277824,-0.008856382,8.2e-05,0.989981477,2.476288325,4.54246491,2.363803797,612.3844033,10.20640672,24.97916667,648.3436621,10.8057277,"mg O2","SMR",4,4,2,338.2207875,5.637013125,2.233645779,374.1800463,6.236334105,2.36480563,0.660451862,84.24531579,1.102137735516,0.01836896225592,2.461785301266,0.0410297550144,313.554941358002,5.22591568853758,631.334425313948,10.5222404201809,668.40643084981,11.1401071791119,317.779483955945,5.2963247316433,354.851489491808,5.91419149057434
123,"LP","BC","Acute","CH3",27,4.26,78,"9/4/21","(2021-Sep-04 00:24:42)","M41",25.01858333,"25",-0.003313524,-0.002967754,3.74e-05,0.981592084,0.879621364,10.4351093,0.787831914,184.9370689,3.082284482,"mg O2","4-Sep","(2021-Sep-04 11:15:47)","M12",24.97166667,-0.009700489,-0.009356487,4.31e-05,0.997500145,2.576178137,3.546233787,2.484820838,587.428094,9.790468233,25.00533333,641.0663487,10.68443914,"mg O2","SMR",4,4,2,402.4910251,6.708183752,3.176367494,456.1292798,7.602154663,3.466402666,0.635449049,80.51863216,0.787831913514,0.01313053189332,2.50244368044,0.04170739467258,209.320923585161,3.48868206012997,604.178257900411,10.0696376313307,659.345975638924,10.9890995888395,394.85733431525,6.58095557120071,450.025052053763,7.50041752870952
124,"LP","BC","Acute","CH4",28,4.02,78,"9/3/21","(2021-Sep-03 23:40:42)","M37",25.03341667,"25",-0.004152645,-0.004104389,6.6e-05,0.970429483,1.105965586,1.162054639,1.093113661,271.9188213,4.531980354,"mg O2","4-Sep","(2021-Sep-04 11:15:47)","M12",24.97166667,-0.011118105,-0.011070908,0.000105889,0.989320509,2.965865753,0.424503994,2.953275535,757.2501371,12.62083562,24.97166667,757.2501371,12.62083562,"mg O2","MMR",4,4,2,485.3313158,8.088855263,2.784838995,485.3313158,8.088855263,2.784838995,0.604280147,76.60047185,1.093113661626,0.01821856102308,3.044145551142,0.0507357591924,310.987618900737,5.18312698053528,780.682978777191,13.0113829813381,780.682978777191,13.0113829813381,469.695359876453,7.82825600080281,469.695359876453,7.82825600080281
125,"LP","BC","Acute","CH5",29,3.76,78,"9/4/21","(2021-Sep-04 09:01:42)","M88",24.9885,"25",-0.004359309,-0.003871198,8.01e-05,0.952054675,1.165086298,11.19698529,1.034631757,275.1680205,4.586133674,"mg O2","4-Sep","(2021-Sep-04 11:26:47)","M13",24.94675,-0.009411173,-0.008874736,8.68e-05,0.988839926,2.517300593,5.700003403,2.373814374,641.5714524,10.69285754,24.94675,641.5714524,10.69285754,"mg O2","MMR",4,4,2,366.4034319,6.106723865,2.331562553,366.4034319,6.106723865,2.331562553,0.599947175,76.36657112,1.03463175708,0.01724386261424,2.412308661024,0.0402051443504,318.498983125681,5.30831638427054,663.227058210234,11.0537843035039,663.227058210234,11.0537843035039,344.728075084553,5.74546791923335,344.728075084553,5.74546791923335
126,"LP","BC","Acute","CH6",30,3.9,78,"9/4/21","(2021-Sep-04 04:26:42)","M63",24.9345,"25",-0.004659958,-0.00456689,7.06e-05,0.972565482,1.243090529,1.997195817,1.218263577,312.3752762,5.206254603,"mg O2","4-Sep","(2021-Sep-04 11:37:47)","M14",24.93716667,-0.009187127,-0.00904088,5.89e-05,0.995011868,2.454396188,1.591875511,2.415325256,637.2889858,10.6214831,24.98741667,642.2555053,10.70425842,"mg O2","SMR",4,4,2,324.9137096,5.415228493,2.040139007,329.8802291,5.498003818,2.056038215,0.605312352,76.88932902,1.21826357718,0.0203043929517,2.48542704462,0.04142378409,359.203201622031,5.98672002665055,657.820545361382,10.9636757594638,662.947071378361,11.0491178545857,298.617343739351,4.97695573281321,303.74386975633,5.06239782793511
127,"LP","BC","Acute","CH7",31,4.64,78,"9/4/21","(2021-Sep-04 09:01:42)","M88",24.9885,"25",-0.004850952,-0.004861736,4.83e-05,0.988453273,1.281116953,-0.222319821,1.283965129,276.7166227,4.611943712,"mg O2","4-Sep","(2021-Sep-04 11:59:47)","M16",24.8755,-0.010082959,-0.010107685,0.000135497,0.979235377,2.669039969,-0.245226597,2.675585165,598.5649138,9.976081897,24.91758333,701.8304427,11.69717405,"mg O2","SMR",4,4,2,321.8482911,5.364138185,2.163097063,425.11382,7.085230333,2.536278579,0.613538562,77.27567247,1.283965129328,0.02139941882368,2.777341200032,0.04628902000208,308.440045823198,5.14066743075818,613.495419584829,10.2249236600888,719.33678702977,11.9889464556209,305.055373761631,5.08425622933062,410.896741206572,6.8482790248627
128,"LP","BC","Acute","CH8",32,3.7,78,"9/4/21","(2021-Sep-04 05:54:42)","M71",24.96375,"25",-0.003663541,-0.003478333,5.25e-05,0.973465148,0.979923867,5.055422785,0.930384572,251.4552898,4.190921496,"mg O2","4-Sep","(2021-Sep-04 12:10:47)","M17",24.947,-0.009185248,-0.00897603,9.1e-05,0.988028376,2.460507598,2.277765941,2.404462994,669.7668507,11.16278084,24.947,669.7668507,11.16278084,"mg O2","MMR",4,4,2,418.3115609,6.971859348,2.663562382,418.3115609,6.971859348,2.663562382,0.616267435,78.64261853,0.93038457226,0.0155064095352,2.47813734759,0.041302289108,291.892817287303,4.86488028734784,692.82761392398,11.5471268935608,692.82761392398,11.5471268935608,400.934796636677,6.682246606213,400.934796636677,6.682246606213
129,"LP","DB","Acute","CH1",33,4.37,78,"","(2021-Sep-07 12:10:08)","M83",21.03366667,"21",-0.003749035,-0.003808428,6.34e-05,0.968129845,0.993749259,-1.584222173,1.009492455,231.0051384,3.850085639,"mg O2","","(2021-Sep-07 13:14:42)","M1",21.05875,-0.008967107,-0.009383424,8.18e-05,0.991113395,2.383349444,-4.642712414,2.494001505,598.0818957,9.968031594,21.05875,598.0818957,9.968031594,"mg O2","MMR",5,1,1,367.0767573,6.117945955,2.589041525,367.0767573,6.117945955,2.589041525,0.612497652,77.64214898,1.009492454808,0.01682487424243,2.613617884209,0.04356029806578,260.270677550007,4.33784462470677,614.497912720681,10.2416318776506,614.497912720681,10.2416318776506,354.227235170674,5.90378725294381,354.227235170674,5.90378725294381
130,"LP","DB","Acute","CH2",34,4.91,78,"","(2021-Sep-07 09:03:08)","M66",21.03425,"21",-0.004560011,-0.004498753,6.07e-05,0.978936853,1.199848235,1.343360121,1.183729952,241.08553,4.018092166,"mg O2","","(2021-Sep-07 13:25:42)","M2",21.01208333,-0.011496296,-0.011144444,0.00012051,0.986389856,3.024123664,3.060569796,2.931568248,594.6385899,9.910643165,21.04,641.8910488,10.69818415,"mg O2","SMR",5,1,1,353.5530599,5.892550999,2.466504688,400.8055188,6.680091981,2.662503423,0.63131832,79.39014283,1.1837299523,0.01972883253506,2.919675476409,0.04866125794015,266.012878818938,4.43354797958004,608.069784480747,10.1344964080124,656.389542040276,10.9398257040799,342.056905661808,5.7009484284324,390.376663221337,6.50627772449984
131,"LP","DB","Acute","CH3",35,5.24,78,"","(2021-Sep-07 09:25:08)","M68",21.04058333,"21",-0.004846023,-0.004765072,4.28e-05,0.990544891,1.269348005,1.670465444,1.248143985,238.195417,3.969923616,"mg O2","","(2021-Sep-07 13:47:42)","M4",21.04308333,-0.007705017,-0.007346885,6.11e-05,0.99190562,2.027097615,4.648043856,1.932877229,392.8612253,6.547687088,21.02116667,577.7314811,9.628858019,"mg O2","SMR",5,1,1,154.6658084,2.577763473,1.649323192,339.5360642,5.658934403,2.425451709,0.640427942,80.63061209,1.24814398508,0.02080239974784,2.058592820572,0.03430988034112,259.7765913554,4.32960985519626,400.672682589266,6.67787804281448,589.218806645633,9.8203134447738,140.896091233867,2.34826818761822,329.442215290233,5.49070358957754
